Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes
2021-01-14 19:54:45;"Quarantine";"Bent Over One Arm Row (Dumbbell)";2;6.8;kg;40;;;;0;;
2021-01-14 19:54:45;"Quarantine";"Bent Over One Arm Row (Dumbbell)";3;6.8;kg;40;;;;0;;
2021-01-14 19:54:45;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-14 19:54:45;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-14 19:54:45;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-15 19:02:36;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-15 19:02:36;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-15 19:02:36;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-01-15 19:02:36;"Quarantine";"Push Up";1;;;20;;;;0;"";
2021-01-15 19:02:36;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Push Up";3;;;25;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Kettlebell Swing";1;44.09;lbs;40;;;;0;"";
2021-01-15 19:02:36;"Quarantine";"Kettlebell Swing";2;44.09;lbs;40;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Kettlebell Swing";3;44.09;lbs;40;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Bent Over Row (Dumbbell)";1;44.09;lbs;40;;;;0;"";
2021-01-15 19:02:36;"Quarantine";"Bent Over Row (Dumbbell)";2;44.09;lbs;50;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Bent Over Row (Dumbbell)";3;44.09;lbs;50;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-15 19:02:36;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2021-01-15 19:02:36;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2021-01-15 19:02:36;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-17 20:10:06;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-17 20:10:06;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;50;;;;0;"";
2021-01-17 20:10:06;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;30;;;;0;"";
2021-01-17 20:10:06;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Push Up";1;;;25;;;;0;"";
2021-01-17 20:10:06;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-01-17 20:10:06;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-17 20:10:06;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-17 20:10:06;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-01-17 20:10:06;"Quarantine";"Hammer Curl (Dumbbell)";1;6;kg;20;;;;0;"";
2021-01-17 20:10:06;"Quarantine";"Hammer Curl (Dumbbell)";2;6;kg;20;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-19 16:45:47;"Quarantine";"Push Up";1;;;25;;;;0;"";
2021-01-19 16:45:47;"Quarantine";"Push Up";2;;;25;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-19 16:45:47;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-19 16:45:47;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-01-19 16:45:47;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-19 16:45:47;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;50;;;;0;"";
2021-01-19 16:45:47;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-19 16:45:47;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Hammer Curl (Dumbbell)";1;6;kg;40;;;;0;"";
2021-01-19 16:45:47;"Quarantine";"Hammer Curl (Dumbbell)";2;6;kg;40;;;;0;;
2021-01-19 16:45:47;"Quarantine";"Hammer Curl (Dumbbell)";3;6;kg;40;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-20 19:09:28;"Quarantine";"Push Up";1;;;25;;;;0;"";
2021-01-20 19:09:28;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-20 19:09:28;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-20 19:09:28;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-20 19:09:28;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-20 19:09:28;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-20 19:09:28;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-01-20 19:09:28;"Quarantine";"Triceps Dip";1;;;15;;;;0;"";
2021-01-20 19:09:28;"Quarantine";"Triceps Dip";2;;;15;;;;0;;
2021-01-20 19:09:28;"Quarantine";"Triceps Dip";3;;;15;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-21 19:14:23;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-21 19:14:23;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-21 19:14:23;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-01-21 19:14:23;"Quarantine";"Push Up";1;;;15;;;;0;"";
2021-01-21 19:14:23;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;30;;;;0;"";
2021-01-21 19:14:23;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-21 19:14:23;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-21 19:14:23;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Triceps Dip";1;;;15;;;;0;"";
2021-01-21 19:14:23;"Quarantine";"Triceps Dip";2;;;15;;;;0;;
2021-01-21 19:14:23;"Quarantine";"Triceps Dip";3;;;15;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-23 18:18:53;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-23 18:18:53;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-23 18:18:53;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;30;;;;0;"";
2021-01-23 18:18:53;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;30;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Plank";1;;;;;;mi.;60;"";
2021-01-23 18:18:53;"Quarantine";"Plank";2;;;;;;mi.;45;;
2021-01-23 18:18:53;"Quarantine";"Plank";3;;;;;;mi.;45;;
2021-01-23 18:18:53;"Quarantine";"Push Up";1;;;20;;;;0;"";
2021-01-23 18:18:53;"Quarantine";"Push Up";2;;;25;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Push Up";3;;;25;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Bicep Curl (Dumbbell)";1;13.23;lbs;50;;;;0;"";
2021-01-23 18:18:53;"Quarantine";"Bicep Curl (Dumbbell)";2;13.23;lbs;30;;;;0;;
2021-01-23 18:18:53;"Quarantine";"Bicep Curl (Dumbbell)";3;13.23;lbs;30;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-25 19:42:00;"Quarantine";"Push Up";1;;;25;;;;0;"";
2021-01-25 19:42:00;"Quarantine";"Push Up";2;;;25;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-25 19:42:00;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;50;;;;0;"";
2021-01-25 19:42:00;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;30;;;;0;"";
2021-01-25 19:42:00;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-25 19:42:00;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-25 19:42:00;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-25 19:42:00;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-01-26 19:14:28;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-26 19:14:28;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-26 19:14:28;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-26 19:14:28;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-26 19:14:28;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-26 19:14:28;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-26 19:14:28;"Quarantine";"Plank";3;;;;;;mi.;35;;
2021-01-26 19:14:28;"Quarantine";"Push Up";1;;;20;;;;0;"";
2021-01-26 19:14:28;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Push Up";3;;;18;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2021-01-26 19:14:28;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2021-01-26 19:14:28;"Quarantine";"Bench Dip";3;;;15;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-29 19:05:57;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-29 19:05:57;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-29 19:05:57;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;60;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-29 19:05:57;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-29 19:05:57;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-29 19:05:57;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-01-29 19:05:57;"Quarantine";"Push Up";1;;;20;;;;0;"";
2021-01-29 19:05:57;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2021-01-29 19:05:57;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2021-01-29 19:05:57;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-30 18:29:31;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-30 18:29:31;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-30 18:29:31;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-30 18:29:31;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Plank";1;;;;;;mi.;45;"";
2021-01-30 18:29:31;"Quarantine";"Plank";2;;;;;;mi.;45;;
2021-01-30 18:29:31;"Quarantine";"Plank";3;;;;;;mi.;45;;
2021-01-30 18:29:31;"Quarantine";"Push Up";1;;;20;;;;0;"";
2021-01-30 18:29:31;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2021-01-30 18:29:31;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2021-01-30 18:29:31;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-01-31 17:42:20;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-01-31 17:42:20;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;50;;;;0;"";
2021-01-31 17:42:20;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-01-31 17:42:20;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-01-31 17:42:20;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-01-31 17:42:20;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-01-31 17:42:20;"Quarantine";"Push Up";1;;;15;;;;0;"";
2021-01-31 17:42:20;"Quarantine";"Push Up";2;;;17;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Push Up";3;;;15;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2021-01-31 17:42:20;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Bicep Curl (Dumbbell)";1;13.23;lbs;24;;;;0;"";
2021-01-31 17:42:20;"Quarantine";"Bicep Curl (Dumbbell)";2;13.23;lbs;24;;;;0;;
2021-01-31 17:42:20;"Quarantine";"Bicep Curl (Dumbbell)";3;13.23;lbs;24;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-02-02 19:20:03;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-02-02 19:20:03;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Push Up";1;;;25;;;;0;"";
2021-02-02 19:20:03;"Quarantine";"Push Up";2;;;17;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Push Up";3;;;15;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-02-02 19:20:03;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;50;;;;0;"";
2021-02-02 19:20:03;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Plank";1;;;;;;mi.;45;"";
2021-02-02 19:20:03;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-02-02 19:20:03;"Quarantine";"Plank";3;;;;;;mi.;45;;
2021-02-02 19:20:03;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2021-02-02 19:20:03;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2021-02-02 19:20:03;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-02-03 19:21:34;"Quarantine";"Kettlebell Swing";1;13.23;lbs;50;;;;0;"";
2021-02-03 19:21:34;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;50;;;;0;"";
2021-02-03 19:21:34;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;50;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;50;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-02-03 19:21:34;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Push Up";1;;;25;;;;0;"";
2021-02-03 19:21:34;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-02-03 19:21:34;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-02-03 19:21:34;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-02-03 19:21:34;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2021-02-03 19:21:34;"Quarantine";"Bench Dip";2;;;22;;;;0;;
2021-02-03 19:21:34;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;900;"";""
2021-02-05 17:50:03;"Quarantine";"Plank";1;;;;;;mi.;45;"";
2021-02-05 17:50:03;"Quarantine";"Plank";2;;;;;;mi.;45;;
2021-02-05 17:50:03;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-02-05 17:50:03;"Quarantine";"Push Up";1;;;20;;;;0;"";
2021-02-05 17:50:03;"Quarantine";"Push Up";2;;;15;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Push Up";3;;;20;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-02-05 17:50:03;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-02-05 17:50:03;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;30;;;;0;"";
2021-02-05 17:50:03;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;30;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;30;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2021-02-05 17:50:03;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2021-02-05 17:50:03;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2021-02-07 18:23:57;"Quarantine";"Kettlebell Swing";1;13.23;lbs;40;;;;0;"";
2021-02-07 18:23:57;"Quarantine";"Kettlebell Swing";2;13.23;lbs;40;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Kettlebell Swing";3;13.23;lbs;40;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Push Up";1;;;20;;;;0;"";
2021-02-07 18:23:57;"Quarantine";"Push Up";2;;;20;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Push Up";3;;;17;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2021-02-07 18:23:57;"Quarantine";"Plank";2;;;;;;mi.;30;;
2021-02-07 18:23:57;"Quarantine";"Plank";3;;;;;;mi.;30;;
2021-02-07 18:23:57;"Quarantine";"Bent Over Row (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-02-07 18:23:57;"Quarantine";"Bent Over Row (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Bent Over Row (Dumbbell)";3;13.23;lbs;40;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Arnold Press (Dumbbell)";1;13.23;lbs;40;;;;0;"";
2021-02-07 18:23:57;"Quarantine";"Arnold Press (Dumbbell)";2;13.23;lbs;40;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Arnold Press (Dumbbell)";3;13.23;lbs;34;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2021-02-07 18:23:57;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2021-02-07 18:23:57;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2021-02-08 19:05:27;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
