Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes
2019-01-11 12:31:54;"Leg";"Deadlift (Barbell)";1;20;kg;5;;;;0;"";""
2019-01-11 12:31:54;"Leg";"Deadlift (Barbell)";2;20;kg;4;;;;0;;
2019-01-11 12:31:54;"Leg";"Deadlift (Barbell)";3;20;kg;6;;;;0;;
2019-01-11 12:31:54;"Leg";"Leg Press";1;18.14;kg;8;;;;0;"";
2019-01-11 12:31:54;"Leg";"Leg Press";2;18.14;kg;8;;;;0;;
2019-01-11 12:31:54;"Leg";"Leg Press";3;18.14;kg;8;;;;0;;
2019-01-11 12:31:54;"Leg";"Seated Leg Curl (Machine)";1;32;kg;12;;;;0;"";
2019-01-11 12:31:54;"Leg";"Seated Leg Curl (Machine)";2;32;kg;12;;;;0;;
2019-01-11 12:31:54;"Leg";"Seated Calf Raise (Machine)";1;20;kg;15;;;;0;"";
2019-01-11 12:31:54;"Leg";"Seated Calf Raise (Machine)";2;30;kg;12;;;;0;;
2019-01-11 12:31:54;"Leg";"Seated Calf Raise (Machine)";3;30;kg;8;;;;0;;
2019-01-11 12:31:54;"Leg";"Seated Calf Raise (Machine)";4;30;kg;5;;;;0;;
2019-01-11 12:31:54;"Leg";"Plank";1;;;;;;mi.;60;"";
2019-01-11 12:31:54;"Leg";"Plank";2;;;;;;mi.;60;;
2019-01-11 12:31:54;"Leg";"Plank";3;;;;;;mi.;60;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;39;kg;6;;;;0;"";""
2019-01-13 07:55:13;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;39;kg;5;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;39;kg;8;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Pull Up";1;0;kg;1;;;;0;"";
2019-01-13 07:55:13;"Back, Core, Biceps";"Pull Up";2;0;kg;2;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Pull Up";3;0;kg;2;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;20;;;;0;"";
2019-01-13 07:55:13;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;25;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;25;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";1;7.5;kg;16;;;;0;"";
2019-01-13 07:55:13;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";2;10;kg;16;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";3;10;kg;16;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";4;10;kg;16;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Seated Row (Machine)";1;32;kg;15;;;;0;"";
2019-01-13 07:55:13;"Back, Core, Biceps";"Seated Row (Machine)";2;39;kg;6;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Seated Row (Machine)";3;39;kg;5;;;;0;;
2019-01-13 07:55:13;"Back, Core, Biceps";"Seated Row (Machine)";4;39;kg;5;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Bench Press (Dumbbell)";1;12.5;kg;15;;;;0;"";""
2019-01-14 14:48:05;"Chest and Triceps";"Bench Press (Dumbbell)";2;20;kg;5;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Bench Press (Dumbbell)";3;20;kg;6;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Bench Press (Dumbbell)";4;20;kg;6;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Chest Fly";1;25;kg;15;;;;0;"";
2019-01-14 14:48:05;"Chest and Triceps";"Chest Fly";2;45;kg;12;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Chest Fly";3;52;kg;6;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Chest Fly";4;52;kg;4;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Triceps Extension";1;9;kg;8;;;;0;"";
2019-01-14 14:48:05;"Chest and Triceps";"Triceps Extension";2;14;kg;15;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Triceps Extension";3;18;kg;8;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Triceps Extension";4;18;kg;6;;;;0;;
2019-01-14 14:48:05;"Chest and Triceps";"Triceps Extension";5;18;kg;6;;;;0;;
2019-01-15 14:46:12;"Shoulder";"Overhead Press (Barbell)";1;7.5;kg;15;;;;0;"";""
2019-01-15 14:46:12;"Shoulder";"Overhead Press (Barbell)";2;10;kg;12;;;;0;;
2019-01-15 14:46:12;"Shoulder";"Overhead Press (Barbell)";3;10;kg;6;;;;0;;
2019-01-15 14:46:12;"Shoulder";"Overhead Press (Barbell)";4;10;kg;6;;;;0;;
2019-01-15 14:46:12;"Shoulder";"Lateral Raise (Dumbbell)";1;5;kg;15;;;;0;"";
2019-01-15 14:46:12;"Shoulder";"Lateral Raise (Dumbbell)";2;7;kg;8;;;;0;;
2019-01-15 14:46:12;"Shoulder";"Lateral Raise (Dumbbell)";3;7;kg;8;;;;0;;
2019-01-15 14:46:12;"Shoulder";"Pull Up";1;0;kg;4;;;;0;"";
2019-01-15 14:46:12;"Shoulder";"Pull Up";2;0;kg;3;;;;0;;
2019-01-15 14:46:12;"Shoulder";"Pull Up";3;0;kg;2;;;;0;;
2019-01-17 14:40:20;"Leg";"Deadlift (Barbell)";1;40;kg;8;;;;0;"";""
2019-01-17 14:40:20;"Leg";"Deadlift (Barbell)";2;50;kg;4;;;;0;;
2019-01-17 14:40:20;"Leg";"Deadlift (Barbell)";3;50;kg;3;;;;0;;
2019-01-17 14:40:20;"Leg";"Leg Press";1;40;kg;12;;;;0;"";
2019-01-17 14:40:20;"Leg";"Leg Press";2;80;kg;10;;;;0;;
2019-01-17 14:40:20;"Leg";"Leg Press";3;90;kg;10;;;;0;;
2019-01-17 14:40:20;"Leg";"Leg Press";4;90;kg;7;;;;0;;
2019-01-17 14:40:20;"Leg";"Leg Press";5;90;kg;8;;;;0;;
2019-01-17 14:40:20;"Leg";"Seated Leg Curl (Machine)";1;32;kg;12;;;;0;"";
2019-01-17 14:40:20;"Leg";"Seated Leg Curl (Machine)";2;39;kg;8;;;;0;;
2019-01-17 14:40:20;"Leg";"Seated Leg Curl (Machine)";3;39;kg;10;;;;0;;
2019-01-17 14:40:20;"Leg";"Seated Calf Raise (Machine)";1;15;kg;15;;;;0;"";
2019-01-17 14:40:20;"Leg";"Seated Calf Raise (Machine)";2;30;kg;8;;;;0;;
2019-01-17 14:40:20;"Leg";"Seated Calf Raise (Machine)";3;30;kg;12;;;;0;;
2019-01-17 14:40:20;"Leg";"Seated Calf Raise (Machine)";4;30;kg;12;;;;0;;
2019-01-17 14:40:20;"Leg";"Plank";1;;;;;;mi.;60;"";
2019-01-17 14:40:20;"Leg";"Plank";2;;;;;;mi.;60;;
2019-01-17 14:40:20;"Leg";"Plank";3;;;;;;mi.;60;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;25;kg;12;;;;0;"";"Fucking neck pain and 2 day hangover :'("
2019-01-20 10:46:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;39;kg;5;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;39;kg;5;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;39;kg;8;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Pull Up";1;0;kg;3;;;;0;"";
2019-01-20 10:46:50;"Back, Core, Biceps";"Pull Up";2;0;kg;2;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Pull Up";3;0;kg;2;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;25;;;;0;"";
2019-01-20 10:46:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;20;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;20;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";1;7.5;kg;26;;;;0;"";
2019-01-20 10:46:50;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";2;10;kg;16;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";3;10;kg;10;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";4;10;kg;10;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Seated Row (Machine)";1;18;kg;15;;;;0;"";
2019-01-20 10:46:50;"Back, Core, Biceps";"Seated Row (Machine)";2;39;kg;15;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Seated Row (Machine)";3;45;kg;4;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Seated Row (Machine)";4;45;kg;3;;;;0;;
2019-01-20 10:46:50;"Back, Core, Biceps";"Seated Row (Machine)";5;42;kg;6;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Bench Press (Dumbbell)";1;12.5;kg;15;;;;0;"";""
2019-01-21 13:22:33;"Chest and Triceps";"Bench Press (Dumbbell)";2;20;kg;8;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Bench Press (Dumbbell)";3;20;kg;8;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Bench Press (Dumbbell)";4;20;kg;6;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Chest Fly";1;32;kg;15;;;;0;"";
2019-01-21 13:22:33;"Chest and Triceps";"Chest Fly";2;52;kg;6;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Chest Fly";3;52;kg;8;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Chest Fly";4;52;kg;7;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Triceps Extension";1;9;kg;15;;;;0;"";
2019-01-21 13:22:33;"Chest and Triceps";"Triceps Extension";2;18;kg;11;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Triceps Extension";3;18;kg;9;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Triceps Extension";4;18;kg;10;;;;0;;
2019-01-21 13:22:33;"Chest and Triceps";"Triceps Extension";5;22;kg;5;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Overhead Press (Barbell)";1;3.2;kg;15;;;;0;"";""
2019-01-23 13:41:58;"Shoulder";"Overhead Press (Barbell)";2;22.5;kg;6;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Overhead Press (Barbell)";3;22.5;kg;6;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Overhead Press (Barbell)";4;22.5;kg;6;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Lateral Raise (Dumbbell)";1;5;kg;15;;;;0;"";
2019-01-23 13:41:58;"Shoulder";"Lateral Raise (Dumbbell)";2;8;kg;6;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Lateral Raise (Dumbbell)";3;8;kg;6;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Lateral Raise (Dumbbell)";4;8;kg;5;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Pull Up";1;0;kg;4;;;;0;"";
2019-01-23 13:41:58;"Shoulder";"Pull Up";2;0;kg;3;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Pull Up";3;0;kg;3;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Shoulder Press (Machine)";1;30;kg;8;;;;0;"";
2019-01-23 13:41:58;"Shoulder";"Shoulder Press (Machine)";2;35;kg;7;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Shoulder Press (Machine)";3;35;kg;7;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Shoulder Press (Machine)";4;35;kg;6;;;;0;;
2019-01-23 13:41:58;"Shoulder";"Plank";1;;;;;;mi.;60;"";
2019-01-23 13:41:58;"Shoulder";"Plank";2;;;;;;mi.;60;;
2019-01-23 13:41:58;"Shoulder";"Plank";3;;;;;;mi.;60;;
2019-01-24 13:34:12;"Leg";"Deadlift (Barbell)";1;40;kg;8;;;;0;"";""
2019-01-24 13:34:12;"Leg";"Deadlift (Barbell)";2;60;kg;4;;;;0;;
2019-01-24 13:34:12;"Leg";"Deadlift (Barbell)";3;60;kg;3;;;;0;;
2019-01-24 13:34:12;"Leg";"Deadlift (Barbell)";4;60;kg;4;;;;0;;
2019-01-24 13:34:12;"Leg";"Leg Press";1;30;kg;12;;;;0;"";
2019-01-24 13:34:12;"Leg";"Leg Press";2;80;kg;10;;;;0;;
2019-01-24 13:34:12;"Leg";"Leg Press";3;100;kg;7;;;;0;;
2019-01-24 13:34:12;"Leg";"Leg Press";4;100;kg;6;;;;0;;
2019-01-24 13:34:12;"Leg";"Leg Press";5;100;kg;10;;;;0;;
2019-01-24 13:34:12;"Leg";"Seated Leg Curl (Machine)";1;25;kg;15;;;;0;"";
2019-01-24 13:34:12;"Leg";"Seated Leg Curl (Machine)";2;45;kg;8;;;;0;;
2019-01-24 13:34:12;"Leg";"Seated Leg Curl (Machine)";3;45;kg;8;;;;0;;
2019-01-24 13:34:12;"Leg";"Seated Calf Raise (Machine)";1;10;kg;15;;;;0;"";
2019-01-24 13:34:12;"Leg";"Seated Calf Raise (Machine)";2;30;kg;10;;;;0;;
2019-01-24 13:34:12;"Leg";"Seated Calf Raise (Machine)";3;30;kg;8;;;;0;;
2019-01-24 13:34:12;"Leg";"Seated Calf Raise (Machine)";4;30;kg;6;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;25;kg;12;;;;0;"";""
2019-01-26 12:41:46;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;32;kg;12;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;41.5;kg;8;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;41.5;kg;7;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Lat Pulldown (Cable)";5;41.5;kg;7;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Pull Up";1;0;kg;2;;;;0;"";
2019-01-26 12:41:46;"Back, Core, Biceps";"Pull Up";2;0;kg;2;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Pull Up";3;0;kg;2;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;30;;;;0;"";
2019-01-26 12:41:46;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;20;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;12;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";1;7.5;kg;20;;;;0;"";
2019-01-26 12:41:46;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";2;10;kg;10;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";3;10;kg;10;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Hammer Curl (Dumbbell)";4;10;kg;10;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Seated Row (Machine)";1;18;kg;15;;;;0;"";
2019-01-26 12:41:46;"Back, Core, Biceps";"Seated Row (Machine)";2;39;kg;15;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Seated Row (Machine)";3;45;kg;7;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Seated Row (Machine)";4;45;kg;5;;;;0;;
2019-01-26 12:41:46;"Back, Core, Biceps";"Seated Row (Machine)";5;45;kg;4;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Chest Fly";1;32;kg;15;;;;0;"";""
2019-01-28 13:45:24;"Chest and Triceps";"Chest Fly";2;52;kg;6;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Chest Fly";3;52;kg;8;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Chest Fly";4;52;kg;7;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Triceps Extension";1;14;kg;15;;;;0;"";
2019-01-28 13:45:24;"Chest and Triceps";"Triceps Extension";2;18;kg;15;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Triceps Extension";3;18;kg;12;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Triceps Extension";4;18;kg;9;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";1;20;kg;12;;;;0;"";
2019-01-28 13:45:24;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";2;30;kg;15;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";3;40;kg;8;;;;0;;
2019-01-28 13:45:24;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";4;45;kg;6;;;;0;;
2019-01-30 14:58:43;"Shoulder";"Pull Up";1;0;kg;4;;;;0;"";""
2019-01-30 14:58:43;"Shoulder";"Pull Up";2;0;kg;4;;;;0;;
2019-01-30 14:58:43;"Shoulder";"Pull Up";3;0;kg;3;;;;0;;
2019-01-30 14:58:43;"Shoulder";"Lateral Raise (Cable)";1;3.5;kg;15;;;;0;"";
2019-01-30 14:58:43;"Shoulder";"Lateral Raise (Cable)";2;3.5;kg;15;;;;0;;
2019-01-30 14:58:43;"Shoulder";"Lateral Raise (Cable)";3;3.5;kg;12;;;;0;;
2019-01-30 14:58:43;"Shoulder";"Shoulder Press (Machine)";1;10;kg;15;;;;0;"";
2019-01-30 14:58:43;"Shoulder";"Shoulder Press (Machine)";2;30;kg;6;;;;0;;
2019-01-30 14:58:43;"Shoulder";"Shoulder Press (Machine)";3;30;kg;4;;;;0;;
2019-01-30 14:58:43;"Shoulder";"Shoulder Press (Machine)";4;30;kg;6;;;;0;;
2019-02-02 08:51:55;"Leg";"Deadlift (Barbell)";1;40;kg;8;;;;0;"";""
2019-02-02 08:51:55;"Leg";"Deadlift (Barbell)";2;60;kg;5;;;;0;;
2019-02-02 08:51:55;"Leg";"Deadlift (Barbell)";3;60;kg;3;;;;0;;
2019-02-02 08:51:55;"Leg";"Deadlift (Barbell)";4;60;kg;4;;;;0;;
2019-02-02 08:51:55;"Leg";"Leg Press";1;20;kg;20;;;;0;"";
2019-02-02 08:51:55;"Leg";"Leg Press";2;80;kg;12;;;;0;;
2019-02-02 08:51:55;"Leg";"Leg Press";3;100;kg;10;;;;0;;
2019-02-02 08:51:55;"Leg";"Leg Press";4;120;kg;6;;;;0;;
2019-02-02 08:51:55;"Leg";"Leg Press";5;120;kg;5;;;;0;;
2019-02-02 08:51:55;"Leg";"Leg Press";6;120;kg;7;;;;0;;
2019-02-02 08:51:55;"Leg";"Seated Leg Curl (Machine)";1;25;kg;15;;;;0;"";
2019-02-02 08:51:55;"Leg";"Seated Leg Curl (Machine)";2;45;kg;6;;;;0;;
2019-02-02 08:51:55;"Leg";"Seated Leg Curl (Machine)";3;45;kg;4;;;;0;;
2019-02-02 08:51:55;"Leg";"Seated Leg Curl (Machine)";4;45;kg;4;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;25;kg;12;;;;0;"";""
2019-02-03 07:14:33;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;36;kg;12;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;45;kg;8;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;45;kg;8;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Lat Pulldown (Cable)";5;47.3;kg;7;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Pull Up";1;0;kg;2;;;;0;"";
2019-02-03 07:14:33;"Back, Core, Biceps";"Pull Up";2;0;kg;3;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Pull Up";3;0;kg;2;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;20;;;;0;"";
2019-02-03 07:14:33;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;25;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;30;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Bicep Curl (Barbell)";1;10;kg;12;;;;0;"";
2019-02-03 07:14:33;"Back, Core, Biceps";"Bicep Curl (Barbell)";2;15;kg;6;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Bicep Curl (Barbell)";3;15;kg;5;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Bicep Curl (Barbell)";4;15;kg;6;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Seated Row (Machine)";1;36;kg;8;;;;0;"";
2019-02-03 07:14:33;"Back, Core, Biceps";"Seated Row (Machine)";2;45;kg;6;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Seated Row (Machine)";3;45;kg;5;;;;0;;
2019-02-03 07:14:33;"Back, Core, Biceps";"Seated Row (Machine)";4;45;kg;4;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Chest Fly";1;32;kg;15;;;;0;"";""
2019-02-05 13:36:48;"Chest and Triceps";"Chest Fly";2;52;kg;8;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Chest Fly";3;59;kg;8;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Chest Fly";4;59;kg;6;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Triceps Extension";1;9;kg;15;;;;0;"";
2019-02-05 13:36:48;"Chest and Triceps";"Triceps Extension";2;18;kg;6;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Triceps Extension";3;14;kg;12;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Triceps Extension";4;14;kg;12;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Triceps Extension";5;16.3;kg;6;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Triceps Extension";6;16.3;kg;8;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";1;30;kg;12;;;;0;"";
2019-02-05 13:36:48;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";2;40;kg;8;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";3;50;kg;6;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";4;50;kg;6;;;;0;;
2019-02-05 13:36:48;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";5;50;kg;5;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Lat Pulldown (Cable)";1;25;kg;12;;;;0;"";""
2019-02-06 14:25:20;"Back, Core, Biceps";"Lat Pulldown (Cable)";2;42;kg;10;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Lat Pulldown (Cable)";3;52;kg;4;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Lat Pulldown (Cable)";4;49.6;kg;4;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Lat Pulldown (Cable)";5;49.6;kg;5;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Pull Up";1;0;kg;6;;;;0;"";
2019-02-06 14:25:20;"Back, Core, Biceps";"Pull Up";2;0;kg;4;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Pull Up";3;0;kg;4;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";1;0;kg;30;;;;0;"";
2019-02-06 14:25:20;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";2;0;kg;25;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Knee Raise (Captain's Chair)";3;0;kg;25;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Bicep Curl (Barbell)";1;10;kg;15;;;;0;"";
2019-02-06 14:25:20;"Back, Core, Biceps";"Bicep Curl (Barbell)";2;15;kg;6;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Bicep Curl (Barbell)";3;15;kg;4;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Bicep Curl (Barbell)";4;18;kg;2;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Seated Row (Machine)";1;36;kg;12;;;;0;"";
2019-02-06 14:25:20;"Back, Core, Biceps";"Seated Row (Machine)";2;45;kg;7;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Seated Row (Machine)";3;45;kg;4;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Seated Row (Machine)";4;45;kg;4;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Seated Row (Machine)";5;32;kg;6;;;;0;;
2019-02-06 14:25:20;"Back, Core, Biceps";"Seated Row (Machine)";6;25;kg;5;;;;0;;
2019-02-08 04:38:07;"Morning Workout";"Deadlift (Dumbbell)";1;35.27;lbs;30;;;;0;"";""
2019-02-08 04:38:07;"Morning Workout";"Deadlift (Dumbbell)";2;35.27;lbs;30;;;;0;;
2019-02-08 04:38:07;"Morning Workout";"Deadlift (Dumbbell)";3;35.27;lbs;30;;;;0;;
2019-02-08 04:38:07;"Morning Workout";"Lateral Raise (Dumbbell)";1;4;kg;20;;;;0;"";
2019-02-08 04:38:07;"Morning Workout";"Lateral Raise (Dumbbell)";2;4;kg;20;;;;0;;
2019-02-08 04:38:07;"Morning Workout";"Lateral Raise (Dumbbell)";3;4;kg;20;;;;0;;
2019-02-08 04:38:07;"Morning Workout";"Front Raise (Dumbbell)";1;4;kg;20;;;;0;"";
2019-02-08 04:38:07;"Morning Workout";"Front Raise (Dumbbell)";2;4;kg;20;;;;0;;
2019-02-08 04:38:07;"Morning Workout";"Front Raise (Dumbbell)";3;4;kg;20;;;;0;;
2019-02-08 04:38:07;"Morning Workout";"Overhead Press (Dumbbell)";1;16;kg;20;;;;0;"";
2019-02-08 04:38:07;"Morning Workout";"Overhead Press (Dumbbell)";2;16;kg;20;;;;0;;
2019-02-08 04:38:07;"Morning Workout";"Overhead Press (Dumbbell)";3;16;kg;20;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Chest Fly";1;32;kg;15;;;;0;"";""
2019-02-11 14:21:54;"Chest and Triceps";"Chest Fly";2;52;kg;10;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Chest Fly";3;66;kg;8;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Chest Fly";4;66;kg;8;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Chest Fly";5;66;kg;10;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Triceps Extension";1;14;kg;12;;;;0;"";
2019-02-11 14:21:54;"Chest and Triceps";"Triceps Extension";2;18;kg;12;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Triceps Extension";3;18;kg;12;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Triceps Extension";4;20.3;kg;3;;;;0;;
2019-02-11 14:21:54;"Chest and Triceps";"Iso-Lateral Chest Press (Machine)";1;40;kg;10;;;;0;"";
